"Pnum","Section","Owner","Mixed.species","Species","State.code","Closed","Clear.date","Missing.entire.brood","Suspected.predation","Lay.date","April.lay.date","Lay.date.uncertainty","Lay.date.visit.interval","Laying.rate","Incubation.started","Num.broken.eggs","Expected.hatch.date","Hatch.date","April.hatch.date","Incubation.duration","Total.egg.weight","Num.eggs.weighed","Clutch.size","Num.chicks","Num.chicks.ringed","April.ring.date","Ring.day","Num.live.chicks","Num.dead.chicks","Num.fledglings","Mean.chick.weight","Num.linked.pulli.records","Num.linked.adult.records","Father","Mother","Identified.adults","Chick.ids","Dead.ringed.chick.ids","Experiment.codes","Num.eggs.manipulated","Comments","Legacy.average.egg.weight","Legacy.max.nest.state.code","Legacy.last.visit.date","Legacy.hatch.age.in.days","Legacy.april.hatch.date","Legacy.predation","Legacy.clutch.accuracy","Legacy.mean.fledge.weight","Legacy.num.ringed.dead.chicks","year"
"20221C61A","c","Joe Woodman","false","g",6,"true","27-05-2022",NA,NA,"13-04-2022",13,"0",5,1,"true",0,"03-05-2022","03-05-2022",33,13,5.4,3,8,8,7,47,15,7,1,6,15.86,7,2,NA,"ty68607","ty68607",NA,"pf71966",NA,0,"FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C62","c","Joe Woodman","false","g",6,"true","20-05-2022",NA,NA,"06-04-2022",6,"0",4,NA,"true",0,"24-04-2022","26-04-2022",26,15,4.7,3,6,6,6,40,15,6,0,6,19.12,6,2,"vs84180","tw77111","tw77111, vs84180",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C63","c","Joe Woodman","false","g",6,"true","30-05-2022",NA,NA,"30-04-2022",30,"0",3,1,"true",0,"18-05-2022","20-05-2022",50,15,5.3,3,6,6,0,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C7","c","Joe Woodman","false",NA,6,"true","05-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C8","c","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C9","c","Joe Woodman","false","b",6,"true","29-05-2022",NA,NA,"17-04-2022",17,"0",8,NA,"true",0,"08-05-2022","07-05-2022",37,12,3.6,3,9,9,9,51,15,9,0,9,10.67,9,2,"afh2930","atr9293","afh2930, atr9293",NA,NA,NA,0,"FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221C9A","c","Joe Woodman","false","b",6,"true","03-06-2022",NA,NA,"10-04-2022",10,"0",5,NA,"true",0,"04-05-2022",NA,NA,NA,3.3,3,12,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, eggs are cold, eggs are cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP1","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP10","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP100","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"17-04-2022",17,"0",7,1,"true",0,"08-05-2022","08-05-2022",38,13,3.8,3,9,9,9,52,15,9,0,9,10.74,9,2,NA,"atr7217","atr7217",NA,NA,NA,0,"FON, FON, ringed, faceplating, adult catching, adult catching, no male around??",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP101","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"09-05-2022","09-05-2022",39,13,3,3,8,8,7,53,15,7,1,7,10.81,7,3,"atr7065","ajy2723","atr7065, ajy2723",NA,NA,NA,0,"FON, no tag seen, FON, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP102","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP103","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"17-04-2022",17,"0",7,1,"true",0,"07-05-2022","06-05-2022",36,12,3.9,3,8,8,8,50,15,8,0,8,10.59,8,2,"avl7492","atr4286","avl7492, atr4286",NA,NA,NA,0,"FON, faceplating, adult catching, chick ringing",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP104","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP105","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"09-05-2022","09-05-2022",39,13,3.3,3,8,6,6,53,15,6,0,6,11.62,6,2,"abj6302","z630539","z630539, abj6302",NA,NA,NA,0,"FON, ring, FON, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP106","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"09-05-2022","10-05-2022",40,14,3.7,3,8,8,5,54,15,5,5,3,9.32,5,2,"ajy2754",NA,"ajy2754",NA,"ajy2954, ajy2957",NA,0,"FON, FON, FON, faceplating, adult catching, adult catching, female seems to be not around",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP107","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP108","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"21-04-2022",21,"0",7,NA,"true",0,"12-05-2022","11-05-2022",41,12,3.4,3,9,8,8,55,15,8,1,7,10.84,8,3,"atr8114","atr7392","atr8114, atr7392",NA,"ajy2993",NA,0,"FON, ring, FON, ring, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP109","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"20-04-2022",20,"0",7,NA,"true",0,"11-05-2022",NA,NA,NA,3,3,9,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, unringed, eggs are cold, eggs cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP11","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP110","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP111","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP112","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"14-04-2022",14,"0",7,NA,"true",0,"06-05-2022","07-05-2022",37,14,3.3,3,10,7,7,51,15,7,1,7,10.31,7,3,NA,"atr6891","atr6891",NA,NA,NA,0,"parent inside (ringed+tag), faceplating, adult catching, only caught female, adult catching, only caught female again, no male seems to be around?",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP113","cp","Kristina","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP114","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"09-05-2022","10-05-2022",40,14,NA,NA,8,6,6,54,15,6,1,5,10.08,6,2,NA,"afh2893","afh2893",NA,"ajy2953",NA,0,"FON, ring+tag, no egg weight because eggs already warm, FON, faceplating, adult catching, no bird caught, adult catching, no male around",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP115","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"15-04-2022",15,"0",7,NA,"true",0,"07-05-2022","07-05-2022",37,13,3.7,3,10,10,10,51,15,10,0,10,10.94,10,2,"atr8119","s882784","s882784, atr8119",NA,NA,NA,0,"FON, ring, FON, didn't count eggs and young exactly because female didn't want to leave, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP116","cp","Kristina","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP117","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"09-05-2022","09-05-2022",39,13,3.5,3,9,9,9,53,15,9,0,9,11.3,9,2,"atr7041","atr4857","atr7041, atr4857",NA,NA,NA,0,"FON, female unringed, FON, ringed, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP118","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"09-05-2022","10-05-2022",40,14,3.3,3,8,8,8,54,15,8,0,8,10.74,8,2,"avl4405","atr7003","atr7003, avl4405",NA,NA,NA,0,"female in box, unringed, FON, no tag seen, faceplating, adult catching, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP119","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"25-04-2022",25,"0",7,1,"true",0,"16-05-2022","15-05-2022",45,12,3.6,3,9,6,3,59,15,3,1,2,10.2,3,1,NA,"ajy3000","ajy3000",NA,"ajy3074",NA,0,"FON, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP12","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"18-04-2022",18,"0",7,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"b entering box, eggs buried deep, maybe new nest on top?",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP120","cp","Kristina","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP121","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"20-04-2022",20,"0",7,NA,"true",0,"11-05-2022","11-05-2022",41,13,3.4,3,9,7,7,55,15,7,0,7,10.57,7,2,"atr4281","atr8019","atr8019, atr4281",NA,NA,NA,0,"FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP122","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"21-04-2022",21,"0",7,NA,"true",0,"13-05-2022","12-05-2022",42,12,3,3,10,9,9,56,15,9,1,8,9.61,9,2,"ajy2821","ajy2822","ajy2821, ajy2822",NA,"ajy3032",NA,0,"FON, no tag, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP123","cp","Kristina","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP124","cp","Kristina","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP125","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP126","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP127","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"10-05-2022","10-05-2022",40,13,3.7,3,10,10,10,54,15,10,0,10,10.41,10,2,"atr6980","atr6772","atr6772, atr6980",NA,NA,NA,0,"FON, ring+tag, FON, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP128","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP129","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"19-04-2022",19,"0",7,NA,"true",0,"13-05-2022","13-05-2022",43,13,3.3,3,12,12,7,57,15,7,9,1,6.94,7,1,NA,"ajy2867","ajy2867",NA,"ajy3058, ajy3059, ajy3060, ajy3061, ajy3062, ajy3063",NA,0,"FON, looked unringed, FON, unringed, FON, faceplating, adult catching, adult catching, not succesful in catching male, doesn't seem to be around",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP13","cp","Kristina","false","b",6,"true","21-05-2022",NA,"true","20-04-2022",20,"0",7,NA,"true",0,"11-05-2022","11-05-2022",41,13,3.5,3,9,8,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"not sure about species, FON, unringed, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP130","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"21-04-2022",21,"0",7,NA,"true",0,"13-05-2022","14-05-2022",44,14,3.7,3,10,9,2,58,15,2,6,1,9.2,2,4,NA,"afh3811","afh3811",NA,"ajy3066",NA,0,"not sure about species, FON, ring+tag, FON, ringed, faceplating, adult catching, only caught female, adult catching, only caught female again, no male around?",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP131","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP132","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"22-04-2022",22,"0",7,NA,"true",0,"11-05-2022","12-05-2022",42,14,3.1,3,7,2,2,56,15,2,0,2,10.35,2,2,NA,"ajy2801","ajy2801",NA,NA,NA,0,"FON, FON, unringed, faceplating, adult catching, adult catching, only caught female again",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP133","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"22-04-2022",22,"4",7,NA,NA,0,NA,NA,NA,NA,3.1,3,4,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP134","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"23-04-2022",23,"0",7,1,"true",0,"14-05-2022","14-05-2022",44,13,3,3,9,6,6,58,15,6,0,6,10.95,6,2,NA,"j215635","j215635",NA,NA,NA,0,"FON, tag, FON, FON, faceplating, adult catching, only caught female, adult catching, no bird caught, only one was alarming",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP135","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"21-04-2022",21,"0",7,NA,"true",0,"12-05-2022","12-05-2022",42,13,3.6,3,9,8,8,56,15,8,0,8,11.55,8,2,"atr6188","ajy2800","atr6188, ajy2800",NA,NA,NA,0,"FON, not tag, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP136","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP137","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"09-05-2022","10-05-2022",40,14,3.5,3,9,8,8,54,15,8,0,8,11.33,8,3,"afh2772","ajy2755","afh2772, ajy2755",NA,NA,NA,0,"FON, unringed, FON, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP138","cp","Kristina","false","b",6,"true","31-05-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"09-05-2022","09-05-2022",39,13,3.2,3,9,8,8,53,15,8,0,8,11.08,8,2,"afh5894","ajy2722","afh5894, ajy2722",NA,NA,NA,0,"FON, FON, unringed, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP139","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"15-04-2022",15,"0",7,NA,"true",0,"08-05-2022","08-05-2022",38,13,3.2,3,11,11,11,52,15,11,0,11,11.15,11,3,"atr6189","ajy2704","atr6189, ajy2704",NA,NA,NA,0,"FON, not tag, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP14","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP140","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"22-04-2022",22,"0",7,NA,NA,0,NA,NA,NA,NA,3.3,3,7,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"b was in box",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP141","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"11-04-2022",11,"0",7,1,"true",0,"05-05-2022","05-05-2022",35,13,3.2,3,12,11,10,49,15,10,0,10,11.11,10,2,"atr7369","and6341","and6341, atr7369",NA,NA,NA,0,"parent inside, faceplating, chick ringing",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP142","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP143","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"13-04-2022",13,"0",7,1,"true",0,"04-05-2022","04-05-2022",34,12,3.1,3,10,9,9,48,15,9,0,9,11,9,2,"atr8112","atr8047","atr8112, atr8047",NA,NA,NA,0,"FON, female? inside, faceplating, chick ringing",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP144","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"15-04-2022",15,"0",7,NA,"true",0,"08-05-2022","07-05-2022",37,12,3.3,3,11,10,10,51,15,10,0,10,10.73,10,2,"atr4459","ajy2702","atr4459, ajy2702",NA,NA,NA,0,"FON, ring no tag, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP145","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"15-04-2022",15,"0",7,NA,"true",0,"06-05-2022","06-05-2022",36,13,3.5,3,9,9,9,50,15,9,0,9,11.19,9,2,"afh4296","avl7147","avl7147, afh4296",NA,NA,NA,0,"FON, FON, parent inside, faceplating, faceplating, chick ringing",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP146","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP147","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"25-04-2022",25,"0",7,0.5,"true",0,"15-05-2022","16-05-2022",46,14,3.7,3,8,8,8,60,15,8,0,8,11.48,8,2,"ajy3027","atr7037","atr7037, ajy3027",NA,NA,NA,0,"faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP148","cp","Kristina","false","b",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",7,1,"true",0,"09-05-2022","08-05-2022",38,12,3.4,3,10,9,9,52,15,9,0,9,11.37,9,1,NA,"ajy2715","ajy2715",NA,NA,NA,0,"FON, unringed, FON, unringed, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP149","cp","Kristina","false","b",4,"false",NA,NA,NA,"17-04-2022",17,"0",7,1,NA,0,NA,NA,NA,NA,3.7,3,8,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"pink wool, still cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP14A","cp","Kristina","false","b",6,"true","19-05-2022",NA,"true","17-04-2022",17,"0",7,1,"true",0,"09-05-2022","09-05-2022",39,13,3.4,3,10,9,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"not sure about species, FON, unringed, faceplating, weasel, all chicks gone",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP15","cp","Kristina","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP150","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP151","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP152","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"09-05-2022","09-05-2022",39,13,3.5,3,9,8,7,53,15,7,0,7,10.44,7,3,NA,"j215716","j215716",NA,NA,NA,0,"FON, FON, ringed, FON,ring, adult catching, no male around, adult catching, only caught female again, no male seems to be around, only one bird alarming",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP153","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"22-04-2022",22,"0",7,NA,"true",0,"13-05-2022","13-05-2022",43,13,3.3,3,9,8,6,57,15,6,4,3,8.58,6,2,"atr6804","ajy2877","ajy2877, atr6804",NA,"ajy3053, ajy3055, ajy3056",NA,0,"b at box entrance, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP154","cp","Kristina","false","b",6,"true","09-06-2022",NA,NA,"27-04-2022",27,"0",7,NA,"true",0,"19-05-2022","18-05-2022",48,12,2.9,3,10,9,5,62,15,5,0,5,10.06,5,2,NA,NA,"abj6059, afh2643",NA,NA,NA,0,"FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP155","cp","Kristina","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP156","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"20-04-2022",20,"0",7,NA,"true",0,"09-05-2022","10-05-2022",40,14,3.2,3,7,5,5,54,15,5,0,5,11.2,5,3,NA,"atr6995","atr6995",NA,NA,NA,0,"FON, FON, FON, faceplating, adult catching, only caught female, no male seems to be around, adult catching, no male around?",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP157","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,"16-04-2022",16,"0",7,NA,"true",0,"06-05-2022","07-05-2022",37,14,3.4,3,8,7,7,51,15,7,0,7,11.79,7,2,"ajy2703","atr7297","atr7297, ajy2703",NA,NA,NA,0,"FON, FON, tag, parent inside, ring+tag, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP158","cp","Kristina","false","b",6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221CP16","cp","Kristina","false","g",6,"true","02-06-2022",NA,NA,"14-04-2022",14,"0",7,NA,"true",0,"08-05-2022","10-05-2022",40,15,5.1,3,12,10,10,53,14,10,0,10,18.49,10,2,"tr42590","vz33512","tr42590, vz33512",NA,NA,NA,0,"g inspecting box, FON, made mistake when infering incubation start, faceplated right away, adult catching, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
